name,time_ns
s000_run_timed,3697
s000_run_timed,461
s000_run_timed,50
s000_run_timed,40
s000_run_timed,30
s000_run_timed,20
s000_run_timed,20
s000_run_timed,20
s000_run_timed,20
s000_run_timed,20
s000_run_timed,30
dace_s000,2000
dace_s000,0
dace_s000,0
dace_s000,0
dace_s000,0
dace_s000,0
dace_s000,0
dace_s000,0
dace_s000,0
dace_s000,0
dace_s000,0
